City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
91,upata,8.0086,-62.3989,46.22,85,49,1.17,VE,1667850868
92,nouadhibou,20.931,-17.0347,41.98999999999998,73,0,6.17,MR,1667850868
93,bambous virieux,-20.3428,57.7575,43.45000000000002,83,20,3.6,MU,1667850869
94,tautira,-17.7333,-149.15,44.52000000000001,88,2,5.73,PF,1667850869
95,mezhdurechensk,53.6942,88.0603,16.789999999999992,97,99,0.31,RU,1667850869
96,ostrovnoy,68.0531,39.5131,18.700000000000017,94,95,2.14,RU,1667850870
97,kapaa,22.0752,-159.319,47.98999999999998,75,40,6.17,US,1667850870
98,beringovskiy,63.05,179.3167,18.49999999999997,96,100,8.09,RU,1667850870
99,grand gaube,-20.0064,57.6608,43.53999999999999,69,0,1.34,MU,1667850871
100,guerrero negro,27.9769,-114.0611,40.900000000000006,64,98,5.92,MX,1667850871
101,vangaindrano,-23.35,47.6,42.46000000000001,90,92,3.18,MG,1667850871
102,kizukuri,40.8061,140.3861,28.07000000000002,88,81,1.72,JP,1667850872
103,port hedland,-20.3167,118.5667,42.03,73,5,5.14,AU,1667850872
104,tuktoyaktuk,69.4541,-133.0374,2.9999999999999716,78,40,3.6,CA,1667850872
105,port elizabeth,-33.918,25.5701,38.51000000000002,90,0,6.17,ZA,1667850679
106,bredasdorp,-34.5322,20.0403,36.17999999999998,83,44,3.28,ZA,1667850873
107,saldanha,-33.0117,17.9442,36.24999999999997,89,4,4.09,ZA,1667850873
108,goundam,16.4145,-3.6708,48.24999999999997,13,98,3.86,ML,1667850874
109,vaini,-21.2,-175.2,45.09,73,20,3.09,TO,1667850874
110,finschhafen,-6.6024,147.8681,45.91,78,100,2.18,PG,1667850875
111,torbay,47.6666,-52.7314,35.41999999999999,97,100,9.77,CA,1667850875
112,cape town,-33.9258,18.4232,37.369999999999976,78,0,2.06,ZA,1667850791
113,anadyr,64.75,177.4833,19.28,100,40,6.0,RU,1667850875
114,williams lake,52.1415,-122.1445,8.919999999999987,77,100,4.63,CA,1667850876
115,sao felix do xingu,-6.6447,-51.995,48.18999999999997,71,100,1.27,BR,1667850876
116,mahon,39.8885,4.2658,38.309999999999974,77,20,3.09,ES,1667850876
117,fortuna,40.5982,-124.1573,31.159999999999997,89,75,4.63,US,1667850877
118,savannah bight,16.45,-85.85,47.70000000000002,69,14,5.21,HN,1667850877
119,svetlogorsk,52.6333,29.7333,27.289999999999992,81,98,4.89,BY,1667850878
120,nome,64.5011,-165.4064,18.039999999999992,93,100,13.38,US,1667850878
121,mugur-aksy,50.35,90.5,13.530000000000001,84,70,2.64,RU,1667850878
122,alofi,-19.0595,-169.9187,44.93999999999997,73,34,4.12,NU,1667850721
123,wooster,40.8051,-81.9351,36.51000000000002,25,0,3.6,US,1667850879
124,lompoc,34.6391,-120.4579,35.42999999999998,97,100,4.63,US,1667850879
125,ambanja,-13.6833,48.45,43.87999999999997,85,91,0.43,MG,1667850880
126,sitka,57.0531,-135.33,18.460000000000008,39,0,3.69,US,1667850880
127,alexandria,31.2156,29.9553,41.28999999999999,70,1,7.7,EG,1667850591
128,saint george,37.1041,-113.5841,41.91,28,0,11.83,US,1667850662
129,cabedelo,-6.9811,-34.8339,49.369999999999976,69,58,4.61,BR,1667850881
130,lorengau,-2.0226,147.2712,47.70000000000002,76,92,2.64,PG,1667850881
131,den helder,52.9599,4.7593,34.42999999999998,89,100,13.86,NL,1667850684
132,hilo,19.7297,-155.09,47.359999999999985,87,100,0.89,US,1667850881
133,mayo,38.8876,-76.5119,46.73999999999998,36,0,3.09,US,1667850882
134,markapur,15.7333,79.2833,41.27000000000001,84,4,0.29,IN,1667850882
135,karlshamn,56.1706,14.8619,31.27000000000001,79,98,5.87,SE,1667850883
136,locri,38.2414,16.2623,36.51000000000002,73,12,3.12,IT,1667850883
137,fomboni,-12.28,43.7425,45.82000000000002,82,0,5.75,KM,1667850884
138,cherskiy,68.75,161.3,-0.8400000000000034,98,23,1.88,RU,1667850884
139,maceio,-9.6658,-35.7353,46.68999999999997,83,75,4.12,BR,1667850625
140,barrow,71.2906,-156.7887,15.039999999999992,89,100,4.45,US,1667850884
141,luena,-11.7833,19.9167,37.43999999999997,97,100,1.63,AO,1667850885
142,balakhninskiy,58.0106,114.2769,15.039999999999992,97,100,1.44,RU,1667850885
143,bend,44.0582,-121.3153,25.47999999999999,73,68,4.47,US,1667850886
144,kawalu,-7.3817,108.2082,41.59,98,100,0.74,ID,1667850886
145,east london,-33.0153,27.9116,42.04999999999998,79,100,2.69,ZA,1667850886
146,mandalgovi,45.7625,106.2708,19.99999999999997,36,19,4.15,MN,1667850626
147,pahrump,36.2083,-115.9839,38.619999999999976,43,97,4.92,US,1667850887
148,deputatskiy,69.3,139.9,-0.4399999999999977,93,100,2.73,RU,1667850887
149,airai,-8.9266,125.4092,36.53,86,100,0.49,TL,1667850888
150,klaksvik,62.2266,-6.589,29.51000000000002,91,96,14.37,FO,1667850888
151,pravdinsk,54.4429,21.0179,28.02000000000001,81,100,4.92,RU,1667850888
152,varhaug,58.6147,5.6457,30.49999999999997,90,100,4.63,NO,1667850889
153,saint-philippe,-21.3585,55.7679,41.77000000000001,82,62,4.69,RE,1667850889
154,sorong,-0.8833,131.25,46.119999999999976,84,100,2.22,ID,1667850889
155,keningau,5.3378,116.1602,41.76000000000002,99,100,0.33,MY,1667850890
156,daru,-9.0763,143.2092,45.99999999999997,87,100,3.33,PG,1667850890
157,lavrentiya,65.5833,-171.0,17.97,96,100,7.22,RU,1667850891
158,vanavara,60.34,102.2797,13.379999999999967,91,100,4.42,RU,1667850891
159,ancud,-41.8697,-73.8203,34.28999999999999,75,56,3.58,CL,1667850792
160,cayenne,4.9333,-52.3333,47.02000000000001,78,100,1.03,GF,1667850808
161,saint-joseph,-21.3667,55.6167,41.21000000000001,80,60,3.95,RE,1667850892
162,novobirilyussy,56.9514,90.6661,15.580000000000013,97,97,1.61,RU,1667850892
163,kodiak,57.79,-152.4072,23.72999999999999,81,100,9.77,US,1667850893
164,bandarbeyla,9.4942,50.8122,45.91,72,0,2.55,SO,1667850893
165,ribeira grande,38.5167,-28.7,37.22,67,40,4.63,PT,1667850893
166,ust-ordynskiy,52.805,104.7508,19.650000000000006,72,100,5.0,RU,1667850894
167,balkanabat,39.5108,54.3671,27.32000000000002,51,0,1.15,TM,1667850894
168,troy,42.6056,-83.1499,34.72999999999999,40,1,1.34,US,1667850834
169,nizwa,22.9333,57.5333,45.41,41,69,1.05,OM,1667850895
170,isangel,-19.55,169.2667,45.93999999999997,80,81,3.77,VU,1667850895
171,canoinhas,-26.1772,-50.39,38.27000000000001,57,39,2.33,BR,1667850895
172,dubti,11.7361,41.0853,48.72999999999999,51,14,6.31,ET,1667850896
173,dingle,10.9995,122.6711,44.33000000000001,92,55,2.5,PH,1667850896
174,baryshivka,50.361,31.3217,24.73999999999998,72,13,3.65,UA,1667850896
175,upernavik,72.7868,-56.1549,8.080000000000013,86,100,2.36,GL,1667850897
176,salalah,17.0151,54.0924,44.900000000000006,67,0,0.93,OM,1667850897
177,at-bashi,41.1702,75.8106,21.309999999999974,67,100,0.57,KG,1667850898
178,mehamn,71.0357,27.8492,21.97,93,75,1.54,NO,1667850898
179,hithadhoo,-0.6,73.0833,47.53,78,90,7.69,MV,1667850898
180,loreto,22.2667,-101.9667,44.82000000000002,16,0,4.02,MX,1667850737
181,havre-saint-pierre,50.2334,-63.5986,29.200000000000017,100,100,6.17,CA,1667850899
182,garoua boulai,5.8833,14.55,39.640000000000015,78,90,1.82,CM,1667850899
183,general teran,25.2667,-99.6833,50.619999999999976,49,50,4.08,MX,1667850899
184,olinda,-8.0089,-34.8553,47.849999999999994,69,40,3.09,BR,1667850628
185,westport,41.1415,-73.3579,45.16,26,2,5.56,US,1667850900
186,aksarka,66.5606,67.7975,13.099999999999994,95,100,3.52,RU,1667850900
187,bubaque,11.2833,-15.8333,48.72999999999999,66,84,4.75,GW,1667850901
188,chokurdakh,70.6333,147.9167,-4.360000000000014,93,73,5.47,RU,1667850901
189,lysyanka,49.2523,30.8295,24.629999999999967,67,42,3.32,UA,1667850901
190,yenagoa,4.9247,6.2642,46.72999999999999,79,100,1.96,NG,1667850902
191,the valley,18.217,-63.0578,47.91999999999999,83,20,3.6,AI,1667850902
192,isla mujeres,21.2311,-86.731,50.09,68,3,4.9,MX,1667850903
